"","argomento","nome","cognome","genere","dataNascita","gruppo_parlamentare","background","inizioIncarico","fineIncarico","data_intervento","intervento","discussione","gruppo"
"213","Audizione di Gabriella Cims, promotrice di Appello donne e media Onlus, Elisa Manna, responsabile per le politiche sociali del CENSIS, Gioia Vaccari, membro dell'Istituto nazionale di scienze biosociali, Sonia Albanese, membro di Zonta International e Anna Maria Buzzetti, associazione giuriste italiane - presidente della sezione di Roma.","MARIO","MARAZZITI","male",1952-04-24,"PER L'ITALIA (10.12.2013-22.03.2018)","Laurea in filosofia; Dirigente di azienda privata",2013-12-10,2018-03-22,2013-12-17,"<http://dati.camera.it/ocd/intervento.rdf/in17_253679>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib61455_17>","Centro"
"214","Per richiami al Regolamento e sull'ordine dei lavori (disciplina degli interventi sul processo verbale; irritualità della chiusura anticipata della discussione nella seduta del 29 gennaio; stigmatizzazione del comportamento di un gruppo parlamentare; impossibilità per alcuni deputati di partecipare alle sedute delle Commissioni; incidenti verificatisi nel corso della seduta del 29 gennaio; riforma del Regolamento; solidarietà agli assistenti parlamentari; espressioni di solidarietà alla Presidente della Camera e al Presidente della Repubblica; adozione di atteggiamenti e di un linguaggio irrispettosi nei confronti delle donne).","MARIO","MARAZZITI","male",1952-04-24,"PER L'ITALIA (10.12.2013-22.03.2018)","Laurea in filosofia; Dirigente di azienda privata",2013-12-10,2018-03-22,2014-01-30,"<http://dati.camera.it/ocd/intervento.rdf/in17_261047>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib62801_17>","Centro"
"215","Svolgimento e conclusione - Indagine conoscitiva sulla tutela dei diritti delle minoranze per il mantenimento della pace e della sicurezza a livello internazionale.
Audizione di attivisti della società civile irachena sulle condizioni delle donne in Iraq: Haider Saeed Abbas, ricercatore del Centro iracheno di studi strategici, e Haana Edwar George, presidente di al Amal, associazione per la difesa dei diritti umani e civili.","MARIO","MARAZZITI","male",1952-04-24,"PER L'ITALIA (10.12.2013-22.03.2018)","Laurea in filosofia; Dirigente di azienda privata",2013-12-10,2018-03-22,2015-04-24,"<http://dati.camera.it/ocd/intervento.rdf/in17_332547>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib77439_17>","Centro"
"216","Sull'ordine dei lavori, per interventi su argomenti non iscritti all'ordine del giorno (alluvioni a Carrara; proposte di legge di iniziative popolare; mancata adozione del piano antiviolenza sulle donne da parte del Governo; coppia di cristiani arsi vivi in Pakistan e persecuzioni anticristiane nei paesi islamici)","GIOVANNA","MARTELLI","female",1963-12-15,"PARTITO DEMOCRATICO (19.03.2013-26.11.2015)","Funzionario comunale",2013-03-19,2015-11-26,2014-11-06,"<http://dati.camera.it/ocd/intervento.rdf/in17_304295>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib72150_17>","Sinistra"
"217","Iniziative di competenza, in sede europea e internazionale, in merito alla condizione delle donne in Turchia  n. 2-01449","GIOVANNA","MARTELLI","female",1963-12-15,"SINISTRA ITALIANA - SINISTRA ECOLOGIA LIBERTA' (22.02.2016-28.02.2017)","Funzionario comunale",2016-02-22,2017-02-28,2016-08-05,"<http://dati.camera.it/ocd/intervento.rdf/in17_403795>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib94812_17>","Sinistra"
"218","Iniziative di competenza, in sede europea e internazionale, in merito alla condizione delle donne in Turchia  n. 2-01449","GIOVANNA","MARTELLI","female",1963-12-15,"SINISTRA ITALIANA - SINISTRA ECOLOGIA LIBERTA' (22.02.2016-28.02.2017)","Funzionario comunale",2016-02-22,2017-02-28,2016-08-05,"<http://dati.camera.it/ocd/intervento.rdf/in17_403796>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib94812_17>","Sinistra"
"219","Deliberazione di una proroga del termine - Indagine conoscitiva sulle politiche in materia di parità tra donne e uomini","ANDREA","MAZZIOTTI DI CELSO","male",1966-12-31,"MISTO (10.07.2017-22.03.2018)","Laurea in giurisprudenza; Avvocato",2017-07-10,2018-03-22,2017-10-18,"<http://dati.camera.it/ocd/intervento.rdf/in17_454862>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib108192_17>","Misto"
"220","Comunicazioni del Presidente sugli esiti della riunione interparlamentare organizzata dalla Commissione diritti della donna e uguaglianza di genere (FEMM) del Parlamento europeo avente ad oggetto «Donne rifugiate e richiedenti asilo nell'Unione europea» (Bruxelles, 3 marzo 2016).","ANDREA","MAZZIOTTI DI CELSO","male",1966-12-31,"SCELTA CIVICA PER L'ITALIA (19.03.2013-10.07.2017)","Laurea in giurisprudenza; Avvocato",2013-03-19,2017-07-10,2016-04-06,"<http://dati.camera.it/ocd/intervento.rdf/in17_385675>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib90083_17>","Centro"
"221","Comunicazioni del Presidente sugli esiti della riunione interparlamentare organizzata dalla Commissione diritti della donna e uguaglianza di genere (FEMM) del Parlamento europeo avente ad oggetto «Donne rifugiate e richiedenti asilo nell'Unione europea» (Bruxelles, 3 marzo 2016).","ANDREA","MAZZIOTTI DI CELSO","male",1966-12-31,"SCELTA CIVICA PER L'ITALIA (19.03.2013-10.07.2017)","Laurea in giurisprudenza; Avvocato",2013-03-19,2017-07-10,2016-04-06,"<http://dati.camera.it/ocd/intervento.rdf/in17_385673>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib90083_17>","Centro"
"222","Discussione - Proposta di legge: S. 1556: Modifica all'articolo 4 della legge n. 165 del 2004, recante disposizioni volte a garantire l'equilibrio nella rappresentanza tra donne e uomini nei consigli regionali - (A.C. 3297) ed abbinate (A.C. 1278-3354-3359)","ANDREA","MAZZIOTTI DI CELSO","male",1966-12-31,"SCELTA CIVICA PER L'ITALIA (19.03.2013-10.07.2017)","Laurea in giurisprudenza; Avvocato",2013-03-19,2017-07-10,2016-02-01,"<http://dati.camera.it/ocd/intervento.rdf/in17_374218>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib87333_17>","Centro"
"223","Esame e rinvio - Modifica all'articolo 4 della legge 2 luglio 2004, n. 165, recante disposizioni volte a garantire l'equilibrio nella rappresentanza tra donne e uomini nei consigli regionali. C. 1278","ANDREA","MAZZIOTTI DI CELSO","male",1966-12-31,"SCELTA CIVICA PER L'ITALIA (19.03.2013-10.07.2017)","Laurea in giurisprudenza; Avvocato",2013-03-19,2017-07-10,2015-10-01,"<http://dati.camera.it/ocd/intervento.rdf/in17_354818>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib82761_17>","Centro"
"224","Seguito dell'esame e rinvio - Adozione del testo base C. 3297 - Modifica all'articolo 4 della legge 2 luglio 2004, n. 165, recante disposizioni volte a garantire l'equilibrio nella rappresentanza tra donne e uomini nei consigli regionali. C. 1278","ANDREA","MAZZIOTTI DI CELSO","male",1966-12-31,"SCELTA CIVICA PER L'ITALIA (19.03.2013-10.07.2017)","Laurea in giurisprudenza; Avvocato",2013-03-19,2017-07-10,2015-12-03,"<http://dati.camera.it/ocd/intervento.rdf/in17_366457>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib85715_17>","Centro"
